polar angle in radiants,azimuth angle in radiants
-5.934704410776698e-17,-5.282211401670286e-17
-5.934704410776698e-17,-5.282211401670286e-17
0.012863662794246201,-0.004895380832497347
0.02572794209411465,-0.009789951592914492
0.038593454115275684,-0.014682902187967015
0.05146081449330732,-0.019573422482158525
0.06433063799317396,-0.02446070227716813
0.07720353821813848,-0.029343931291829113
0.09008012731792078,-0.034222299142897226
0.10296101569592073,-0.039094995326804945
0.11584681171532367,-0.04396120920259911
0.11584681171532367,-0.04396120920259911
0.11076228125769148,-0.05040393723819724
0.10567444493948111,-0.056845363571386406
0.10058287764776823,-0.06328532049535784
0.095487153414535,-0.06972363985157823
0.09038684531944216,-0.07616015297785636
0.08528152539251695,-0.08259469065617873
0.0801707645167499,-0.0890270830602895
0.07505413233059588,-0.09545715970299194
0.06993119713037356,-0.10188474938314748
0.06993119713037356,-0.10188474938314748
0.06381107328175877,-0.10083640930166252
0.057692249940213845,-0.09978431865867662
0.0515747177433036,-0.0987285176343865
0.045458467143082736,-0.09766904651716636
0.03934348840770688,-0.09660594570205472
0.033229771623065354,-0.09553925568924995
0.02711730669443361,-0.09446901708261074
0.021006083348146524,-0.09339527058816542
0.014896091133291798,-0.0923180570126275
0.014896091133291798,-0.0923180570126275
0.013739352210073583,-0.09990037203114203
0.012580853674405725,-0.10748255406408844
0.01142045802157106,-0.11506459271671113
0.010258026869444695,-0.12264647752735021
0.009093420892195489,-0.13022819796238191
0.007926499753062916,-0.1378097434110875
0.00675712203614244,-0.14539110318044596
0.005585145177105518,-0.15297226648984394
0.004410425392783875,-0.1605532224656987
0.004410425392783875,-0.1605532224656987
0.006529393750377195,-0.16179041017299955
0.008649217800535437,-0.1630268837597529
0.010769904049061974,-0.16426263737912664
0.012891458996406393,-0.16549766517853753
0.015013889137591952,-0.16673196129961532
0.017137200962142687,-0.16796551987816738
0.019261400954008537,-0.16919833504414222
0.02138649559149222,-0.17043040092159475
0.023512491347172298,-0.17166171162865035
0.023512491347172298,-0.17166171162865035
0.0345415703558794,-0.17277439181529872
0.04557489365424856,-0.17386646361821678
0.056612410089506925,-0.1749377861898734
0.06765406638524281,-0.1759882211575897
0.07869980716377402,-0.17701763265163117
0.08974957496975798,-0.17802588733300884
0.10080331029504237,-0.17901285442097753
0.11186095160474828,-0.17997840572020937
0.12292243536457695,-0.18092241564762973
0.12292243536457695,-0.18092241564762973
0.12189356943236182,-0.19343845524070052
0.12085964585391096,-0.20595429415487904
0.11982030092781225,-0.21846991795553206
0.1187751637367089,-0.2309853119209523
0.11772385559292566,-0.2435004610202893
0.11666598946150811,-0.2560153498905759
0.11560116935873747,-0.26852996281277713
0.11452898972405531,-0.2810442836867761
0.11344903476319594,-0.2935582960052096
0.11344903476319594,-0.2935582960052096
0.12373320815363836,-0.2951301377354098
0.13402712253036977,-0.2966725187337281
0.14433065502222517,-0.2981852477725197
0.15464367818507202,-0.29966813667555603
0.16496606003928818,-0.30112100037331874
0.17529766411030867,-0.30254365695801055
0.1856383494722556,-0.3039359277382353
0.1959879707946601,-0.3052976372933047
0.20634637839228614,-0.30662861352712134
0.20634637839228614,-0.30662861352712134
0.25367047999723147,-0.3208021690683246
0.3014315729576578,-0.3342994168723826
0.34963050132634477,-0.3470832127214881
0.3982639272275599,-0.3591172469940214
0.4473241410721774,-0.3703662716225407
0.4967989204291885,-0.3807963450473936
0.5466714482799294,-0.3903750918163915
0.5969203008448019,-0.39907197257532395
0.6475195140083301,-0.4068585593276839
0.6475195140083301,-0.4068585593276839
0.6517761707886831,-0.4068270854533511
0.6560327000467148,-0.40678902726913324
0.6602890776535949,-0.40674438568047555
0.6645452794949211,-0.40669316174932535
0.6688012814730102,-0.406635356694047
0.6730570595091866,-0.40657097188932534
0.6773125895460661,-0.40650000886605653
0.6815678475498382,-0.40642246931122555
0.6858228095125415,-0.4063383550677727
0.6858228095125415,-0.4063383550677727
0.7057688014201757,-0.41071301265985183
0.7257896564244486,-0.41494149000586833
0.7458839189173874,-0.41902154687514204
0.7660499898976599,-0.42295099570313754
0.786286127438357,-0.4267277050896049
0.8065904476053868,-0.43034960331359073
0.8269609258431957,-0.4338146818519471
0.8473953988422224,-0.4371209988873364
0.8678915668999099,-0.44026668279117914
0.8678915668999099,-0.44026668279117914
0.8725466223511206,-0.44256664651470656
0.8772118182814316,-0.44485820586268987
0.8818871994708658,-0.4471412925787836
0.8865728100533115,-0.4494158381843873
0.891268693502632,-0.4516817739807637
0.8959748926186257,-0.45393903105125644
0.9006914495128328,-0.456187540263611
0.905418405594197,-0.45842723227240084
0.9101558015545801,-0.46065803752155715
0.9101558015545801,-0.46065803752155715
0.8786735993834457,-0.46235445057233626
0.847144353273662,-0.46365458472548166
0.8155803766124622,-0.46455663276093756
0.7839941756376129,-0.465059336467567
0.7523983805186494,-0.46516199310500983
0.720805675052814,-0.4648644590306034
0.6892287257589768,-0.4641671504423119
0.6576801111656913,-0.463071041227591
0.6261722520853784,-0.4615776579473339
0.6261722520853784,-0.4615776579473339
0.6326308081494848,-0.46384370478743947
0.639103969152167,-0.4660930237888836
0.6455917409726697,-0.4683254828032158
0.652094126854236,-0.4705409497416708
0.6586111273693716,-0.47273929259405656
0.6651427403854339,-0.4749203794480397
0.6716889610305781,-0.47708407850882817
0.6782497816600909,-0.4792302581192475
0.6848251918231466,-0.48135878678021293
0.6848251918231466,-0.48135878678021293
0.6999972515599303,-0.4860570762047658
0.7152440488738783,-0.4906598185654386
0.730565216173394,-0.4951654729608125
0.7459603031503378,-0.4995725082407536
0.7614287751535186,-0.5038794045050589
0.776970011681678,-0.5080846546496826
0.7925833050080273,-0.512186765958223
0.8082678589484473,-0.5161842617360297
0.824022787785461,-0.5200756829839764
0.824022787785461,-0.5200756829839764
0.8046364961684337,-0.517181060899719
0.7853157052812983,-0.5141254631199851
0.7660632137676769,-0.5109105846364186
0.7468816775006762,-0.5075381898214221
0.727773606543303,-0.5040101089157019
0.7087413626699347,-0.5003282344741329
0.6897871574382503,-0.49649451778565873
0.6709130507977555,-0.49251096528243105
0.6521209502180801,-0.48837963495279196
0.6521209502180801,-0.48837963495279196
0.6133230359307764,-0.4907782002767554
0.5744385898047552,-0.4925496273202186
0.5354933469968589,-0.4936900469274975
0.4965135730735144,-0.49419695622496346
0.4575258365621334,-0.4940692396752028
0.4185567760254829,-0.49330717851545064
0.37963286586438905,-0.4919124483749005
0.34078018509793684,-0.4898881051228315
0.3020241932679044,-0.48723855925482107
0.3020241932679044,-0.48723855925482107
0.2958142397311559,-0.4855850802999891
0.2896151661716791,-0.483915711224804
0.28342701274607457,-0.4822305440394239
0.2772498175575863,-0.4805296711195303
0.2710836166678169,-0.4788131851912631
0.2649284441089519,-0.4770811793163134
0.25878433189647587,-0.4753337468771764
0.2526513100423641,-0.4735709815625696
0.24652940656873215,-0.4717929773530207
0.24652940656873215,-0.4717929773530207
0.2568151141901814,-0.4807839975343474
0.2671975156497407,-0.48973122876658176
0.27767917284023197,-0.4986332868195745
0.2882626755097539,-0.5074887535016032
0.29895064031996077,-0.5162961757006767
0.30974570972917065,-0.5250540644243126
0.3206505506867226,-0.5337608938402318
0.331667853124303,-0.542415100320699
0.3428003282292475,-0.5510150814935519
0.3428003282292475,-0.5510150814935519
0.3579920926874181,-0.5540245479351412
0.3732395518465363,-0.5569303757789205
0.3885412891963294,-0.5597315138566862
0.403895814878258,-0.5624269382887456
0.4193015665405343,-0.5650156538869527
0.43475691038498343,-0.5674966955477329
0.45026014240866225,-0.5698691296307588
0.4658094898422859,-0.5721320553188536
0.4814031127865868,-0.5742846059546194
0.4814031127865868,-0.5742846059546194
0.47265117321768085,-0.572816965518609
0.4639159823411609,-0.57131450308038
0.4551978423575082,-0.5697774004745563
0.44649704774687055,-0.5682058426796038
0.4378138852058583,-0.5666000177327366
0.429148633591131,-0.564960116644456
0.42050156386970333,-0.5632863333128054
0.41187293907589334,-0.5615788644374271
0.4032630142748231,-0.5598379094335018
0.4032630142748231,-0.5598379094335018
0.4023410569841066,-0.5598145159919907
0.40141912694660714,-0.5597907400854353
0.40049722460197446,-0.5597665817454404
0.3995753503897112,-0.5597420410041173
0.39865350474917105,-0.5597171178940819
0.3977316881195552,-0.5596918124484556
0.39680990093991164,-0.5596661247008645
0.39588814364913183,-0.5596400546854403
0.3949664166859486,-0.5596136024368185
0.3949664166859486,-0.5596136024368185
0.38849637179861174,-0.5650577427297734
0.381981585746551,-0.5704828210159799
0.3754213669521589,-0.5758884738614393
0.36881501889506585,-0.5812743317746584
0.36216184025792303,-0.586640019104662
